event,channel,waveform_index_save,dt_ns_coinc,dt_ns_save,channel_coincident_left,waveform_index_coincident_left,channel_coincident_right,waveform_index_coincident_right
1,2080,188,96,-16,2031,152,2060,118
1,2080,195,16,0,2030,267,2051,50
1,2080,200,-32,-16,2040,313,2050,243
1,2080,205,16,-16,2030,277,2050,246
1,2080,206,-16,0,2041,359,2051,57
1,2081,94,80,0,2030,262,2060,118
1,2081,96,48,0,2031,156,2051,42
1,2081,103,16,-16,2030,267,2051,50
1,2081,108,-32,-16,2040,313,2050,243
1,2081,113,16,-16,2030,277,2050,246
1,2081,114,-16,-16,2041,359,2051,57
2,2080,344,-80,32,2031,449,2050,252
2,2080,346,0,0,2031,451,2051,288
2,2080,348,0,0,2041,500,2051,289
2,2080,351,0,0,2040,222,2050,258
2,2080,352,0,-16,2031,458,2050,259
2,2080,355,16,0,2041,509,2060,418
2,2080,358,-16,0,2030,149,2051,300
2,2081,571,-80,32,2031,449,2050,252
2,2081,573,0,0,2031,451,2051,288
2,2081,575,16,0,2031,453,2050,255
2,2081,578,0,0,2040,222,2050,258
2,2081,579,0,0,2031,458,2050,259
2,2081,583,16,-16,2041,509,2060,418
2,2081,586,-16,0,2030,149,2051,300
3,2080,367,80,0,2030,149,2060,229
3,2080,368,0,0,2031,190,2050,409
3,2080,372,0,32,2031,195,2050,412
3,2080,387,32,0,2031,219,2050,427
3,2081,119,64,0,2040,251,2060,229
3,2081,120,-32,0,2040,254,2051,292
3,2081,124,0,16,2031,195,2050,412
3,2081,140,32,-48,2031,219,2050,427
4,2080,365,48,0,2031,116,2060,150
4,2080,366,16,-16,2040,230,2051,305
4,2080,372,-32,0,2040,238,2050,270
4,2080,376,0,0,2040,245,2050,278
4,2080,380,16,0,2031,136,2051,318
4,2080,385,32,-16,2041,449,2050,293
4,2080,386,16,0,2041,451,2060,180
4,2081,485,64,-16,2030,189,2060,150
4,2081,486,16,-16,2040,230,2051,305
4,2081,492,-32,0,2040,238,2050,270
4,2081,495,0,0,2031,130,2051,316
4,2081,499,0,0,2030,202,2051,318
4,2081,504,32,-32,2041,449,2050,293
4,2081,505,32,0,2040,259,2050,296
5,2080,240,-144,96,2030,437,2061,162
5,2080,241,64,0,2040,301,2060,91
5,2080,244,0,0,2031,136,2050,59
5,2080,254,32,0,2040,317,2060,101
5,2080,261,-48,0,2030,465,2050,73
5,2081,409,-144,128,2030,437,2061,162
5,2081,411,48,0,2031,134,2060,91
5,2081,415,0,0,2031,136,2050,59
5,2081,425,0,-16,2031,149,2050,64
5,2081,430,-48,-16,2030,465,2050,73
5,2081,433,0,0,2030,469,2051,211
6,2080,307,80,-16,2031,131,2060,163
6,2080,309,96,-16,2030,101,2060,165
6,2080,312,-112,-96,2031,139,2051,57
6,2080,314,0,0,2040,209,2051,60
6,2081,377,80,-32,2031,131,2060,163
6,2081,379,96,-16,2030,101,2060,165
6,2081,384,-16,0,2040,209,2050,361
7,2080,168,64,0,2040,417,2060,384
7,2080,177,-144,112,2041,301,2050,138
7,2080,184,80,0,2041,310,2060,391
7,2080,185,64,0,2040,437,2060,394
7,2080,191,32,0,2031,368,2060,400
7,2081,216,64,0,2040,417,2060,384
7,2081,225,-144,112,2041,301,2050,138
7,2081,231,96,0,2031,357,2060,391
7,2081,233,-16,0,2040,437,2050,147
7,2081,240,32,0,2031,368,2060,400
8,2080,373,0,-32,2031,231,2050,280
8,2080,374,-32,0,2031,233,2050,284
8,2080,375,-64,0,2031,235,2050,285
8,2080,377,-32,-16,2031,240,2051,325
8,2080,381,-48,-16,2030,422,2050,296
8,2080,383,0,0,2031,254,2050,298
8,2080,385,0,0,2040,543,2051,335
8,2080,388,32,0,2040,544,2050,300
8,2080,397,48,0,2030,437,2060,220
8,2080,403,32,-16,2040,565,2060,227
8,2080,405,0,0,2031,278,2051,351
8,2081,151,0,-16,2031,231,2050,280
8,2081,152,-32,0,2031,233,2050,284
8,2081,153,-48,0,2031,235,2051,322
8,2081,155,32,0,2030,412,2051,325
8,2081,159,-48,0,2030,422,2050,296
8,2081,160,0,0,2031,254,2050,298
8,2081,162,0,0,2040,543,2051,335
8,2081,165,32,0,2040,544,2050,300
8,2081,173,48,-16,2030,437,2060,220
8,2081,181,32,-48,2040,565,2060,227
8,2081,183,0,-32,2040,569,2050,315
9,2080,310,16,-16,2030,247,2060,355
9,2080,319,16,0,2030,261,2050,296
9,2081,90,-48,16,2030,247,2050,286
9,2081,101,16,0,2030,261,2050,296
10,2080,426,-32,-16,2031,166,2050,198
10,2080,439,0,32,2030,233,2050,203
10,2080,441,-16,0,2031,175,2050,205
10,2080,460,-16,-16,2040,347,2050,224
10,2081,255,-32,0,2031,166,2050,198
10,2081,269,0,32,2030,233,2050,203
10,2081,271,-16,0,2031,175,2050,205
11,2080,274,-16,0,2040,185,2050,240
11,2080,281,32,16,2031,377,2050,248
11,2080,285,-48,-32,2040,198,2050,249
11,2081,478,-16,0,2040,185,2050,240
11,2081,487,32,-16,2031,377,2050,248
11,2081,491,-48,0,2040,198,2050,249
12,2080,431,0,0,2030,285,2050,390
12,2080,437,16,-16,2040,151,2050,402
12,2080,440,16,-16,2030,296,2060,368
12,2080,441,-16,16,2030,297,2050,410
12,2080,451,0,0,2041,245,2050,424
12,2081,114,16,-16,2031,315,2050,390
12,2081,120,16,0,2040,151,2050,402
12,2081,123,16,32,2030,296,2060,368
12,2081,124,-16,0,2030,297,2050,410
12,2081,135,0,0,2041,245,2050,424
13,2080,222,0,0,2040,368,2050,141
13,2080,245,0,-16,2041,429,2050,157
13,2080,248,0,0,2040,392,2051,191
13,2080,253,48,0,2031,326,2061,356
13,2080,254,-16,0,2041,438,2050,169
13,2081,98,16,0,2031,296,2050,141
13,2081,120,16,0,2030,495,2060,277
13,2081,127,-16,0,2031,326,2050,167
13,2081,128,-16,0,2041,438,2050,169
14,2080,408,32,-48,2040,308,2060,222
14,2080,410,0,0,2031,175,2050,457
14,2080,426,32,-32,2030,145,2060,238
14,2080,430,-48,16,2040,335,2050,477
14,2080,437,-48,64,2040,344,2050,481
14,2081,373,32,-32,2040,308,2060,222
14,2081,375,0,0,2031,175,2050,457
14,2081,392,32,-16,2030,145,2060,238
14,2081,396,-48,0,2040,335,2050,477
14,2081,403,-48,32,2040,344,2050,481
15,2080,542,-16,0,2030,606,2050,493
15,2080,547,0,0,2030,615,2050,495
15,2080,553,32,0,2030,621,2050,503
15,2080,558,-32,-16,2040,143,2050,507
15,2080,563,-16,-16,2040,148,2061,203
15,2080,567,0,-32,2031,397,2061,210
15,2080,568,0,0,2030,636,2050,521
15,2080,569,0,0,2040,162,2051,248
15,2080,574,-32,16,2040,175,2050,530
15,2080,578,0,0,2030,651,2051,256
15,2080,579,16,16,2030,655,2050,536
15,2081,66,-16,-16,2030,606,2050,493
15,2081,70,0,-16,2030,615,2050,495
15,2081,76,32,0,2040,140,2060,437
15,2081,81,-32,-16,2040,143,2050,507
15,2081,88,0,-32,2031,397,2061,210
15,2081,89,0,16,2031,401,2051,247
15,2081,90,0,-16,2040,162,2051,248
15,2081,95,-32,0,2040,175,2050,530
15,2081,99,-16,-16,2030,651,2050,531
15,2081,100,16,0,2030,655,2050,536
16,2080,64,0,-16,2040,228,2060,132
16,2080,66,-48,0,2031,171,2051,47
16,2080,70,160,0,2040,241,2050,111
16,2080,73,0,0,2031,183,2051,51
16,2080,79,16,0,2030,301,2050,124
16,2081,375,-48,0,2040,228,2051,43
16,2081,377,-48,32,2031,171,2051,47
16,2081,381,160,0,2040,241,2050,111
16,2081,384,0,0,2031,183,2051,51
16,2081,391,-16,0,2031,199,2050,124
17,2080,335,0,16,2040,275,2050,308
17,2080,344,16,-16,2031,205,2061,259
17,2080,355,0,0,2040,301,2051,124
17,2081,79,0,16,2040,275,2050,308
17,2081,98,0,32,2040,301,2051,124
18,2080,351,-96,0,2031,152,2050,395
18,2080,352,0,0,2041,293,2050,396
18,2080,356,-32,0,2040,236,2051,272
18,2080,360,48,32,2030,136,2061,450
18,2080,361,0,-16,2031,170,2051,277
18,2080,364,-16,0,2031,172,2050,421
18,2080,368,32,-16,2041,316,2050,426
18,2081,97,16,0,2030,121,2051,261
18,2081,98,-96,0,2031,152,2050,395
18,2081,99,0,0,2041,293,2050,396
18,2081,102,0,0,2031,164,2050,410
18,2081,104,-16,0,2030,136,2051,276
18,2081,105,0,-32,2031,170,2051,277
18,2081,108,-32,0,2031,172,2051,278
