event,channel,waveform_index_save,dt_ns_coinc,dt_ns_save,channel_coincident_left,waveform_index_coincident_left,channel_coincident_right,waveform_index_coincident_right
1,2050,99,-64,0,2011,471,2070,487
1,2050,112,-64,0,2011,478,2080,377
1,2050,120,32,-64,2021,354,2070,493
1,2050,124,-96,0,2010,269,2080,383
1,2051,405,-64,0,2011,471,2070,487
1,2051,420,32,-64,2021,354,2070,493
1,2051,423,-96,32,2010,269,2080,383
1,2060,146,48,-16,2011,471,2071,494
1,2060,164,32,-16,2021,354,2070,493
1,2060,168,-96,32,2010,269,2080,383
1,2061,225,48,-32,2011,471,2071,494
1,2061,243,32,-32,2021,354,2070,493
1,2061,245,-96,48,2010,269,2080,383
2,2050,500,32,-80,2010,127,2071,628
2,2050,504,-80,0,2010,130,2071,630
2,2050,531,-64,0,2010,140,2080,564
2,2051,297,32,-80,2010,127,2071,628
2,2051,322,-64,0,2010,140,2080,564
2,2060,460,32,0,2010,127,2071,628
2,2060,464,48,0,2010,130,2070,283
2,2060,490,-64,64,2010,140,2080,564
2,2061,600,48,-16,2010,130,2070,283
2,2061,622,-64,48,2010,140,2080,564
3,2050,496,-80,-32,2021,472,2080,435
3,2050,499,-64,-16,2010,570,2081,116
3,2050,506,-128,32,2011,332,2080,453
3,2050,517,-64,-32,2010,581,2080,466
3,2051,236,-64,0,2021,472,2081,107
3,2051,238,-16,-16,2010,567,2071,590
3,2051,241,-64,-16,2010,570,2081,116
3,2051,247,-128,48,2011,332,2080,453
3,2051,258,-64,-16,2010,581,2080,466
3,2060,400,32,0,2021,472,2071,589
3,2060,404,-64,64,2010,570,2081,116
3,2060,410,16,-64,2011,332,2070,349
3,2060,420,-64,16,2010,581,2080,466
3,2061,533,32,-16,2021,472,2071,589
3,2061,536,-64,64,2010,570,2081,116
3,2061,542,16,-32,2011,332,2070,349
3,2061,553,-64,32,2010,581,2080,466
4,2050,160,-112,16,2011,430,2081,461
4,2050,163,-80,32,2010,54,2080,112
4,2050,180,-80,-32,2010,61,2080,129
4,2051,73,-112,16,2011,430,2081,461
4,2051,75,-80,48,2010,54,2080,112
4,2051,90,-80,0,2010,61,2080,129
4,2060,201,-64,48,2011,430,2080,109
4,2060,204,-80,112,2010,54,2080,112
4,2060,220,32,-16,2010,61,2070,455
4,2061,282,-64,48,2011,430,2080,109
4,2061,284,-80,96,2010,54,2080,112
4,2061,299,32,-32,2010,61,2070,455
5,2050,56,-80,16,2010,533,2080,359
5,2050,61,32,-32,2010,535,2070,464
5,2050,67,-64,-16,2021,343,2080,371
5,2050,70,-64,0,2011,450,2081,216
5,2050,93,-64,0,2010,547,2080,393
5,2051,292,-80,16,2010,533,2080,359
5,2051,298,-64,0,2010,535,2080,365
5,2051,304,-64,-16,2021,343,2080,371
5,2051,307,-48,0,2011,450,2080,375
5,2051,328,-64,0,2010,547,2080,393
5,2060,104,-80,80,2010,533,2080,359
5,2060,111,32,0,2010,535,2070,464
5,2060,116,-48,16,2021,343,2081,212
5,2060,119,-48,48,2011,450,2080,375
5,2060,139,-64,48,2010,547,2080,393
5,2061,558,32,-16,2010,535,2070,464
5,2061,563,-48,16,2021,343,2081,212
5,2061,586,-64,64,2010,547,2080,393
6,2050,182,-64,-16,2010,112,2080,417
6,2050,194,-48,0,2010,117,2080,424
6,2050,195,-128,16,2021,392,2081,494
6,2051,435,-80,0,2021,383,2081,465
6,2051,444,-64,-16,2010,112,2080,417
6,2051,454,-48,-16,2010,117,2080,424
6,2051,455,-128,32,2021,392,2081,494
6,2060,332,-64,48,2010,112,2080,417
6,2060,344,-48,64,2010,117,2080,424
6,2060,345,-128,48,2021,392,2081,494
6,2061,365,-64,64,2010,112,2080,417
6,2061,377,-48,80,2010,117,2080,424
7,2050,472,-80,16,2011,432,2080,510
7,2050,484,-64,-32,2010,456,2080,517
7,2050,491,-48,0,2021,556,2080,529
7,2051,108,-80,-16,2011,432,2080,510
7,2051,118,-64,0,2010,456,2080,517
7,2051,125,-48,0,2021,556,2080,529
7,2060,287,48,-16,2011,432,2070,413
7,2060,296,32,-16,2010,456,2070,415
7,2060,303,32,0,2021,556,2071,145
7,2060,305,-48,32,2010,459,2080,533
7,2061,569,48,-16,2011,432,2070,413
7,2061,576,32,-16,2010,456,2070,415
7,2061,582,16,0,2010,458,2071,145
8,2050,257,-64,112,2010,458,2081,206
8,2051,179,-64,128,2010,458,2081,206
8,2060,333,-64,160,2010,458,2081,206
8,2061,231,-64,160,2010,458,2081,206
9,2050,90,-96,16,2021,360,2081,556
9,2050,98,-64,-16,2011,538,2080,393
9,2050,109,-64,-16,2011,543,2081,578
9,2050,118,-32,-16,2010,82,2080,410
9,2050,120,-96,-32,2011,545,2081,588
9,2050,125,-48,-16,2010,86,2080,420
9,2051,321,-96,32,2021,360,2081,556
9,2051,329,-64,0,2011,538,2080,393
9,2051,341,-48,0,2011,543,2080,402
9,2051,347,-32,0,2010,82,2080,410
9,2051,349,-96,0,2011,545,2081,588
9,2051,354,-48,-16,2010,86,2080,420
9,2060,133,-96,64,2021,360,2081,556
9,2060,140,-64,48,2011,538,2080,393
9,2060,151,-48,48,2011,543,2080,402
9,2060,158,-32,32,2010,82,2080,410
9,2060,160,-80,48,2011,545,2080,412
9,2060,166,-48,32,2010,86,2080,420
9,2061,230,-96,80,2021,360,2081,556
9,2061,235,-64,32,2011,538,2080,393
9,2061,246,-48,32,2011,543,2080,402
9,2061,251,-80,64,2011,545,2080,412
9,2061,256,-48,64,2010,86,2080,420
10,2050,188,32,-96,2010,108,2071,385
10,2051,89,32,-80,2010,108,2071,385
10,2060,498,32,-16,2010,108,2071,385
10,2061,528,16,16,2011,363,2071,385
11,2050,393,-64,0,2010,119,2080,438
11,2050,394,-32,-16,2010,120,2080,439
11,2050,399,-160,-16,2011,303,2080,442
11,2050,419,-80,-16,2010,131,2080,458
11,2050,423,32,0,2010,133,2081,102
11,2051,156,-64,16,2010,119,2080,438
11,2051,157,-32,-16,2010,120,2080,439
11,2051,162,-160,-16,2011,303,2080,442
11,2051,176,-80,0,2010,131,2080,458
11,2051,180,32,0,2010,133,2081,102
11,2060,512,-64,64,2010,119,2080,438
11,2060,513,-32,32,2010,120,2080,439
11,2060,517,-96,-16,2011,303,2070,284
11,2060,534,-80,64,2010,131,2080,458
11,2060,538,-16,48,2011,315,2080,461
11,2061,254,-64,64,2010,119,2080,438
11,2061,255,-32,64,2010,120,2080,439
11,2061,259,-32,-32,2011,303,2071,646
11,2061,273,-80,48,2010,131,2080,458
11,2061,276,-16,32,2011,315,2080,461
12,2050,239,-64,16,2011,483,2080,332
12,2050,247,-32,-16,2010,380,2080,338
12,2050,264,80,32,2010,387,2080,354
12,2050,267,-48,0,2011,497,2080,359
12,2050,269,-128,48,2010,390,2081,588
12,2050,271,48,48,2021,323,2080,364
12,2051,280,-80,0,2021,309,2080,335
12,2051,284,-32,16,2010,380,2080,338
12,2051,296,80,64,2010,387,2080,354
12,2051,298,-48,0,2011,497,2080,359
12,2051,300,-128,32,2010,390,2081,588
12,2051,302,48,64,2021,323,2080,364
12,2060,445,-64,64,2011,483,2080,332
12,2060,453,-32,16,2010,380,2080,338
12,2060,470,-32,16,2011,497,2081,585
12,2060,474,-128,112,2010,390,2081,588
12,2060,477,48,96,2021,323,2080,364
12,2061,170,-32,48,2010,380,2080,338
12,2061,185,-32,48,2011,497,2081,585
12,2061,188,-128,128,2010,390,2081,588
12,2061,190,48,96,2021,323,2080,364
13,2050,276,-96,32,2011,203,2081,57
13,2050,281,48,-64,2010,96,2080,480
13,2050,283,160,-64,2011,207,2081,64
13,2051,429,-96,16,2011,203,2081,57
13,2051,433,48,-64,2010,96,2080,480
13,2051,434,144,208,2010,97,2081,64
13,2060,359,16,-32,2011,203,2071,80
13,2060,363,48,0,2010,96,2080,480
13,2060,365,144,208,2010,97,2081,64
13,2061,397,16,-16,2011,203,2071,80
13,2061,400,48,0,2010,96,2080,480
13,2061,402,144,240,2010,97,2081,64
14,2050,431,-80,0,2010,402,2080,472
14,2050,432,-80,-16,2010,403,2081,261
14,2050,442,160,160,2011,232,2080,480
14,2051,114,-80,16,2010,402,2080,472
14,2051,115,-80,0,2010,403,2081,261
14,2051,123,160,192,2011,232,2080,480
14,2060,372,-80,48,2010,402,2080,472
14,2060,374,48,-32,2010,403,2070,241
14,2060,384,160,256,2011,232,2080,480
14,2061,81,-80,48,2010,402,2080,472
14,2061,82,48,0,2010,403,2070,241
14,2061,90,160,256,2011,232,2080,480
15,2050,293,-48,-16,2010,149,2081,171
15,2051,314,-48,-16,2010,149,2081,171
15,2060,229,-48,48,2010,149,2081,171
15,2061,449,-48,32,2010,149,2081,171
16,2050,184,0,-96,2011,386,2070,401
16,2050,192,-48,-32,2010,128,2080,262
16,2051,216,0,-80,2011,386,2070,401
16,2051,224,-48,-32,2010,128,2080,262
16,2060,326,0,-64,2011,386,2070,401
16,2060,332,-32,32,2010,128,2081,105
16,2061,415,-32,0,2010,128,2081,105
17,2050,178,-80,16,2010,481,2080,344
17,2051,293,-80,16,2010,481,2080,344
17,2060,214,-80,48,2010,481,2080,344
17,2061,134,-80,48,2010,481,2080,344
18,2050,189,-48,-80,2010,514,2080,421
19,2050,153,-32,-48,2010,93,2080,431
19,2050,166,-32,176,2010,98,2080,447
19,2050,172,-80,0,2010,100,2080,455
19,2050,173,16,-112,2010,101,2070,525
19,2051,385,-32,-32,2010,93,2080,431
19,2051,395,-32,-16,2010,98,2080,447
19,2051,401,-80,0,2010,100,2080,455
19,2060,189,-32,16,2010,93,2080,431
19,2060,208,16,-16,2010,100,2071,531
19,2060,209,16,-48,2010,101,2070,525
19,2061,269,-32,32,2010,93,2080,431
19,2061,280,-32,32,2010,98,2080,447
