event,channel,waveform_index_save,dt_ns_coinc,dt_ns_save,channel_coincident_left,waveform_index_coincident_left,channel_coincident_right,waveform_index_coincident_right
1,2080,187,-16,-16,2030,323,2050,92
1,2080,191,16,-16,2031,256,2060,221
1,2080,196,48,0,2030,331,2060,226
1,2080,199,-16,-16,2041,404,2051,144
1,2080,203,-48,0,2040,369,2051,146
1,2080,204,32,0,2041,408,2050,108
1,2080,205,-16,-16,2040,372,2050,111
1,2080,208,16,-16,2030,347,2061,312
1,2080,210,16,0,2031,287,2050,121
1,2080,214,0,64,2041,426,2061,318
1,2081,60,-16,0,2030,323,2050,92
1,2081,64,-48,16,2031,256,2050,96
1,2081,69,48,0,2030,331,2060,226
1,2081,75,-48,0,2040,369,2051,146
1,2081,76,32,0,2041,408,2050,108
1,2081,77,-16,-32,2040,372,2050,111
1,2081,82,-32,16,2031,283,2050,117
1,2081,83,-64,0,2040,386,2050,119
1,2081,85,48,-16,2040,387,2050,121
1,2081,89,0,64,2041,426,2061,318
2,2080,359,0,160,2041,423,2060,165
2,2080,366,0,0,2040,212,2050,253
2,2080,369,0,0,2030,66,2051,296
2,2080,374,-32,16,2040,223,2050,262
2,2080,379,-16,-16,2031,147,2051,310
2,2080,380,-16,0,2040,234,2050,274
2,2080,381,-80,32,2030,81,2061,108
2,2080,385,-16,0,2031,154,2050,279
2,2080,386,112,32,2030,84,2060,192
2,2080,387,-64,0,2031,158,2050,281
2,2080,390,-112,0,2030,88,2060,200
2,2081,519,0,0,2030,66,2051,296
2,2081,525,32,0,2040,223,2051,302
2,2081,530,-16,0,2031,147,2051,310
2,2081,531,-80,32,2030,81,2061,108
2,2081,535,-16,0,2031,154,2050,279
2,2081,536,32,-32,2040,239,2060,192
2,2081,537,-64,16,2031,158,2050,281
2,2081,541,-112,0,2030,88,2060,200
3,2080,377,16,0,2040,200,2050,345
3,2080,378,-16,-32,2030,475,2051,322
3,2080,380,112,0,2041,85,2051,324
3,2080,384,64,0,2031,136,2050,353
3,2080,386,48,16,2031,137,2060,177
3,2080,392,16,-16,2040,220,2060,183
3,2080,409,16,0,2030,498,2050,371
3,2081,285,16,-16,2040,200,2050,345
3,2081,286,-16,-16,2030,475,2051,322
3,2081,288,112,0,2041,85,2051,324
3,2081,293,80,0,2041,93,2050,353
3,2081,294,48,0,2031,137,2060,177
3,2081,316,16,0,2030,498,2050,371
4,2080,329,0,0,2031,210,2051,279
4,2080,330,16,-16,2031,213,2060,182
4,2080,334,-16,-16,2031,219,2050,151
4,2080,335,32,-48,2040,112,2050,152
4,2080,336,0,0,2041,431,2050,153
4,2080,351,-16,0,2041,457,2050,175
4,2081,394,0,0,2031,210,2051,279
4,2081,395,-48,16,2031,213,2050,147
4,2081,399,-16,-16,2031,219,2050,151
4,2081,400,32,-64,2040,112,2050,152
4,2081,401,32,0,2030,365,2050,153
4,2081,414,48,0,2041,457,2051,302
5,2080,489,-16,-32,2040,293,2051,127
5,2080,494,-32,-16,2040,297,2050,457
5,2080,498,16,0,2040,301,2051,135
5,2080,502,32,0,2040,306,2060,263
5,2080,508,0,16,2041,189,2051,144
5,2080,514,0,0,2030,80,2050,475
5,2080,516,48,16,2040,329,2051,153
5,2080,517,32,16,2040,330,2050,478
5,2080,519,-16,-16,2041,203,2060,283
5,2080,521,0,0,2031,248,2050,482
5,2081,90,-16,-16,2040,293,2051,127
5,2081,92,-48,0,2040,295,2051,131
5,2081,95,-32,-16,2040,297,2050,457
5,2081,99,0,-16,2031,220,2050,459
5,2081,103,32,-16,2040,306,2060,263
5,2081,107,-16,0,2041,189,2050,469
5,2081,113,-16,0,2030,80,2051,151
5,2081,115,48,48,2040,329,2051,153
5,2081,116,32,16,2040,330,2050,478
5,2081,118,-80,-16,2041,203,2050,480
5,2081,120,0,0,2031,248,2050,482
6,2080,298,0,-16,2030,481,2050,103
6,2080,311,0,0,2030,494,2050,111
6,2080,316,16,-48,2041,444,2050,114
6,2080,317,0,-16,2041,445,2050,115
6,2080,320,-32,16,2030,501,2050,118
6,2080,325,0,-16,2031,208,2050,122
6,2080,330,0,0,2030,511,2051,267
6,2080,331,0,-32,2031,214,2051,268
6,2080,333,64,80,2040,383,2050,133
6,2080,336,32,0,2031,222,2060,173
6,2080,338,16,16,2040,389,2051,275
6,2081,53,0,-16,2030,481,2050,103
6,2081,62,-96,0,2040,352,2050,109
6,2081,68,0,0,2030,494,2050,111
6,2081,73,16,-32,2041,444,2050,114
6,2081,74,0,-48,2041,445,2050,115
6,2081,77,-32,0,2030,501,2050,118
6,2081,81,0,-16,2031,208,2050,122
6,2081,86,0,0,2030,511,2051,267
6,2081,87,0,-32,2031,214,2051,268
6,2081,89,64,80,2040,383,2050,133
6,2081,92,32,0,2031,222,2060,173
6,2081,94,16,16,2040,389,2051,275
7,2080,255,0,48,2030,555,2050,222
7,2080,266,0,16,2030,565,2050,232
7,2080,268,32,0,2030,569,2050,235
7,2080,283,0,0,2041,494,2050,245
7,2080,289,0,-16,2040,368,2050,251
7,2080,290,0,32,2031,455,2051,160
7,2080,291,16,0,2031,456,2061,189
